"","t","logFC"
"cg26350759",379.206048089736,0.976606599433508
"cg13889221",379.194101272609,0.985945462076407
"cg15369381",379.086509553185,0.98012310687512
"cg03790189",379.037048958921,0.986948817760208
"cg02219447",379.025429405986,0.986034302428185
"cg09355190",379.009453208246,0.985435556916685
"cg09121928",378.936508137445,0.983394455090181
"cg07130416",378.9130978459,0.98073295537298
"cg24252708",378.602809767883,0.974593990741714
"cg09123026",378.494832234644,0.988238157442039
"cg23973338",378.384701696711,0.982970747501128
"cg20168823",378.352642728765,0.989003293342913
"cg25279922",378.273265183305,0.983718278671847
"cg06790661",378.255215123189,0.984670619342827
"cg24429081",378.206338992934,0.986603190525372
"cg15048810",377.936475608231,0.982406794345625
"cg01353515",377.870105079065,0.985533962996603
"cg25690202",377.869293692209,0.98570635372236
"cg06800849",377.843596236577,0.98631275057823
"cg08924619",377.684066210977,0.979300523775507
"cg11664673",377.659750804317,0.978786131253027
"cg06285312",377.40741994366,0.987092894248351
"cg01998213",377.389649739026,0.984080289269541
"cg15743181",377.387782682728,0.980436798804347
"cg27344022",377.231600164838,0.977555738638528
"cg00749498",377.219290322348,0.982022340225136
"cg09297632",377.179627618342,0.985033855686088
"cg05873085",376.901983165816,0.982587749340423
"cg02713599",376.87635468227,0.986293650489511
"cg03077879",376.80692879902,0.974294350673186
"cg17386114",376.806299994475,0.984887790326334
"cg10364527",376.780880751916,0.977324777056745
"cg15790839",376.659209235376,0.987618553449435
"cg23961530",376.54842742092,0.980432802051375
"cg04806553",376.501098327105,0.990254820910902
"cg19517476",376.499377079971,0.987058329465381
"cg05987787",376.422821408507,0.982003749707662
"cg04611087",376.352376386442,0.991631722713168
"cg02407068",376.22910800539,0.98743605076675
"cg21171954",376.156600008596,0.980173507105064
"cg00633933",375.9744793484,0.989117434744801
"cg16313807",375.970280453698,0.970270845177534
"cg13474057",375.945784171739,0.990169087328151
"cg14678730",375.933441925281,0.979024399602695
"cg25675027",375.891096425462,0.987931145984958
"cg19648954",375.77767856783,0.989102208829695
"cg23111655",375.75076937916,0.975078472464037
"cg00034650",375.735667973804,0.978276594038112
"cg25418484",375.717987669357,0.98230009834621
"cg09377855",375.716907869503,0.985557756365961
"cg24651966",375.602525949603,0.983518705565545
"cg22960255",375.585564894038,0.984414211090574
"cg06647026",375.550631426124,0.981764097363487
"cg21871213",375.366013420613,0.981992048108812
"cg06406822",375.324984003027,0.985812757522782
"cg19036490",375.305754975719,0.989800423954636
"cg02348203",375.255382984267,0.98617401459941
"cg26723185",375.244054416782,0.982440853909406
"cg08370506",375.222879020627,0.980106735131635
"cg18005972",375.054066579707,0.988000806639999
"cg18505593",374.954012026317,0.983814727714146
"cg26589414",374.93901793392,0.989436682115074
"cg11308227",374.915924021535,0.980080859380963
"cg06621452",374.88888503876,0.98735637111913
"cg21388058",374.819925775106,0.977337060219145
"cg00369677",374.818401034094,0.983223608548621
"cg19460095",374.789364293853,0.990204794665075
"cg01309441",374.78734293852,0.976890763265429
"cg02814163",374.751317440443,0.979676153010515
"cg26965151",374.598021989423,0.991513567785706
"cg11699517",374.492374885665,0.982561878239954
"cg22816911",374.466155280567,0.976542395956207
"cg16689907",374.444234554481,0.97924666049528
"cg10297430",374.43913427794,0.983153785657852
"cg16266007",374.240623813334,0.984440883169866
"cg12894883",373.941464111561,0.980264899888358
"cg21738675",373.91403016288,0.97838263342646
"cg06013127",373.890222318461,0.982820714725854
"cg23094666",373.78433075706,0.985287839853154
"cg07624888",373.637052656462,0.983358179488892
"cg19164992",373.535060341985,0.98128516181208
"cg03454669",373.447046338901,0.976416149779398
"cg14426682",373.42149302185,0.975710729904529
"cg07232003",373.408612623266,0.985353838226349
"cg01386335",373.394148125091,0.984030771469509
"cg01218756",373.371241530697,0.985482362901789
"cg17812026",373.24897145993,0.984703215752813
"cg02889156",373.194301504436,0.976156126148247
"cg05782811",373.188703381078,0.983189858479286
"cg03190633",373.161658528023,0.980479574578007
"cg12617712",372.995789780953,0.983493914347806
"cg02455706",372.934538015656,0.99007098722339
"cg12203543",372.932059152821,0.988880208655362
"cg05509696",372.920274026572,0.984747011499727
"cg00969251",372.898541187267,0.987044283747489
"cg13006424",372.897599601189,0.985010803637519
"cg23915659",372.892299409796,0.975125055451704
"cg17010349",372.887596564802,0.98693910564454
"cg14843380",372.845487096087,0.988611928868415
"cg20024953",372.841237547144,0.989919286627857
"cg04646876",372.767522522841,0.983031710097694
"cg03169557",372.664432023556,0.984664655526964
"cg00349233",372.612538113662,0.981381659995104
"cg04242446",372.534920611421,0.981726279498077
"cg26240231",372.350502833638,0.983531240580743
"cg17524867",372.318081327916,0.988345733676335
"cg01342411",372.301693014878,0.985856920765436
"cg12529040",372.293073822055,0.985086642518236
"cg15421701",372.286776718027,0.985043258594506
"cg12857785",372.187542433749,0.989567014816358
"cg20081993",372.175408930869,0.982530594704528
"cg12491594",372.054026209155,0.987959158814335
"cg14068146",372.009019714043,0.982830768334783
"cg01379400",371.977751984428,0.983921937652278
"cg07800670",371.938123474108,0.986177575112133
"cg15704521",371.934782797563,0.98783164199748
"cg21581283",371.929169728855,0.983426663513106
"cg25948031",371.903781123523,0.985975771849923
"cg19104095",371.883637826343,0.991338143818882
"cg03100494",371.827850041156,0.985157363092601
"cg19287714",371.821508462662,0.983347324357387
"cg13279009",371.811288604326,0.987476155127765
"cg14388804",371.79804291926,0.987342395561368
"cg15021109",371.797772225201,0.988064991144383
"cg13418804",371.756132464881,0.979816688913311
"cg10678718",371.63119748055,0.986132773860266
"cg18099632",371.536310815417,0.986661596469225
"cg26709693",371.514120214772,0.988301302166197
"cg15361220",371.456446650246,0.97767528103165
"cg16672728",371.441032531652,0.981799936828304
"cg06453906",371.407690913694,0.986113611170034
"cg18769421",371.402321084094,0.989471866758437
"cg11019088",371.381638330736,0.982125946472352
"cg10106095",371.210057583338,0.987956356120774
"cg00043361",371.188985090327,0.980389681979514
"cg22342925",371.054465593082,0.984215595617726
"cg01141572",371.019606206897,0.983870711638199
"cg19058262",370.802120237259,0.989379060643145
"cg21705584",370.746596128423,0.981816642592763
"cg09597710",370.694804313191,0.98308528349942
"cg06978145",370.673986270652,0.985822781193242
"cg03576530",370.663837184296,0.980317365624915
"cg16278728",370.590757099184,0.982895742894576
"cg14833228",370.566148352142,0.984917193619747
"cg22307152",370.528528981229,0.988392045026223
"cg05213073",370.468720057992,0.987500858129249
"cg18673163",370.45873680524,0.98464763135615
"cg26751440",370.456106335419,0.98528986882107
"cg16800724",370.404740902454,0.982374692876718
"cg13419400",370.331675280857,0.981547172585127
"cg07185592",370.157197069773,0.978196620936614
"cg05417729",370.115027325446,0.980062951232776
"cg13466002",370.085293662658,0.9823271713374
"cg10621213",370.066550595625,0.983191801575202
"cg11893144",369.974336214807,0.980912414677806
"cg19251573",369.88772989417,0.985421481102023
"cg25467851",369.8364084664,0.981019835803913
"cg01962586",369.800038331101,0.968372211178538
"cg19525780",369.744349647723,0.978865071673184
"cg01638225",369.657202048815,0.985252339034801
"cg18864926",369.601565457207,0.977105433408486
"cg21226273",369.564086594931,0.988606603590809
"cg25216538",369.563912966899,0.98265763866037
"cg05498413",369.452329356772,0.985066169524574
"cg17191639",369.428581994294,0.986226621942748
"cg23769921",369.398219699838,0.974246241408071
